event_key,name,event_start,event_end,event_type,description,speakers,artists,venue,venue_id,address,media_url,rsvp_url,Cost,Learn more
194,Living Free of Tobacco Support Group,4/8/15 15:30,4/8/15 16:30,Mind and body,"<p>Walk-in. No appointment needed.</p>
<p>Call (603) 650-7751 or email&nbsp;<a href=""mailto:cancersupport@hitchcock.org"" target=""_blank"">cancersupport@hitchcock.org</a></p>",,,Norris Cotton Cancer Center,1813,"One Medical Center Drive, Dartmouth Hitchcock Medical Center, Lebanon, NH",http://schd.ws/hosted_files/uvwellness2015/c2/smoking.png,http://cancer.dartmouth.edu/about_us/pf_eventdetail/72445/,,
1124,Living Free of Tobacco Support Group,6/10/15 15:30,6/10/15 16:30,Mind and body,"<p>Walk-in. No appointment needed.</p>
<p>Call (603) 650-7751 or email&nbsp;<a href=""mailto:cancersupport@hitchcock.org"" target=""_blank"">cancersupport@hitchcock.org</a></p>",,,Norris Cotton Cancer Center,1813,"One Medical Center Drive, Dartmouth Hitchcock Medical Center, Lebanon, NH",http://schd.ws/hosted_files/uvwellness2015/c2/smoking.png,http://cancer.dartmouth.edu/about_us/events_patfam.html,,
151,Look Good Feel Better,4/7/15 10:00,4/7/15 12:00,"Living with cancer, Women","<p>Organized by the American Cancer Society, this program was founded to help women offset appearance-related changes from cancer treatment. Join us for this hands-on workshop. <br /><br /><strong>Call 603.448.6417 to register.</strong></p>",,,Women's Health Resource Center,615,"9 Hanover St., Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/72/Screen Shot 2015-03-17 at 1.13.30 PM.png,http://www.dartmouth-hitchcock.org/womens_resource_ctr.html,,
892,"Look Good, Feel Better",5/5/15 9:00,5/5/15 11:00,"Living with cancer, Women","<p>Organized by the American Cancer Society, this program was founded to help women offset appearance-related changes from cancer treatment. Join us for this hands-on workshop. <br /><br /><strong>Call 603.448.6417 to register.</strong></p>",,,Women's Health Resource Center,615,"9 Hanover St., Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/72/Screen Shot 2015-03-17 at 1.13.30 PM.png,http://www.dartmouth-hitchcock.org/womens_resource_ctr.html,,
893,"Look Good, Feel Better",6/2/15 10:00,6/2/15 12:00,"Living with cancer, Women","<p>Organized by the American Cancer Society, this program was founded to help women offset appearance-related changes from cancer treatment. Join us for this hands-on workshop. <br /><br /><strong>Call 603.448.6417 to register.</strong></p>",,,Women's Health Resource Center,615,"9 Hanover St., Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/72/Screen Shot 2015-03-17 at 1.13.30 PM.png,http://www.dartmouth-hitchcock.org/womens_resource_ctr.html,,
973,Lunch & Learn Cooking Demonstration,5/4/15 12:00,5/4/15 13:00,Mind and body,"<p><strong>Registration Required</strong></p>
<p><strong>Organization:</strong>&nbsp;Norris Cotton Cancer Center</p>
<p><strong>Location:</strong>&nbsp;Co-op Demonstration Kitchen, Centerra Park, Lebanon, NH</p>
<p>What better time than now to make eating more fruits and vegetables a habit? Explore delicious, easy ways to eat more fruits and vegetables for your healthy life, including ideas on how to store what&rsquo;s in season now to enjoy later. Learn how increasing your intake of fruits and vegetables can help you maintain your overall well-being and may reduce the risk of cancer recurrence.</p>
<p>Our thanks to our community partner in health, the Lebanon Co-op, for the use of their beautiful culinary demonstration kitchen. No cost. Patients and supporters welcome. All materials provided. Bring a friend. Bring your questions. <br /><br />Space is limited, so call to reserve your spot. Register at (603) 650-7751 or at cancersupport@hitchcock.org</p>",,,Lebanon Co-op,1003,"12 Centerra Parkway Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/b1/Screen Shot 2015-04-20 at 8.01.15 AM.png,http://cancer.dartmouth.edu/about_us/pf_eventdetail/73284/,,
214,Matter of Life & Verse: Writing Poetry,4/14/15 18:00,4/14/15 20:00,Aging well,"<p>Leader: Tom Haushalter, MFA</p>
<p>""Tell all the truth,"" wrote Emily Dickinson, ""but tell it slant."" Poetry, through wordplay and its various forms, allows us to experiment artfully with the matter of life-our loves and losses, fears and dreams, and every mundane thing in between&mdash;so as to give it better resonance, a heightened urgency, and a timeless quality. In this class, our reading and discussion of good poems will frame in-class writing exercises and the creation and sharing of our own good poems.</p>
<p><em>Notes: This is a multi-session class that runs on Tuesdays from April 14 through May 19.<br /><strong>Registration fee requested:</strong> $25.00; register by contacting&nbsp;<a href=""http://avagallery.org/content/education"" target=""_blank"">AVA</a>&nbsp;at (603) 448-3117</em>.</p>",,,AVA Gallery and Art Center,408,"11 Bank Street, Lebanon, NH",http://schd.ws/hosted_files/uvwellness2015/0a/Screen Shot 2015-03-19 at 2.48.31 PM.png,http://www.dartmouth-hitchcock.org/classes_events/arc_eventdetail/72789/,$25 requested,
373,Meditation and movement,4/1/15 10:00,4/1/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,$15 per class drop in; $130 for 10 classes,
374,Meditation and movement,4/8/15 10:00,4/8/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,$15 per class drop in; $130 for 10 classes,
375,Meditation and movement,4/15/15 10:00,4/15/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,$15 per class drop in; $130 for 10 classes,
376,Meditation and movement,4/22/15 10:00,4/22/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,$15 per class drop in; $130 for 10 classes,
377,Meditation and movement,4/29/15 10:00,4/29/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,$15 per class drop in; $130 for 10 classes,
845,Meditation and Movement,5/6/15 10:00,5/6/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
846,Meditation and Movement,5/13/15 10:00,5/13/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
847,Meditation and Movement,5/20/15 10:00,5/20/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
848,Meditation and Movement,5/27/15 10:00,5/27/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
1136,Meditation and Movement,6/3/15 10:00,6/3/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
1137,Meditation and Movement,6/10/15 10:00,6/10/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
1138,Meditation and Movement,6/17/15 10:00,6/17/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
1139,Meditation and Movement,6/24/15 10:00,6/24/15 11:00,"Mind and body, Movement","We'll combine meditation and natural movement to hone our ability to be present and grounded in our body. Work will be done slowly, allowing for internal focus, and expand to include easy movement explorations in relationship with the space and others. Opportunity to discuss and journal about the experience. No experience necessary.&nbsp;For ages 14 and up.<br /><br /><strong>Price: $15 per class drop in; $130 for 10 classes</strong><br /><br /><a href=""http://www.opendoorworkshop.com/registration.html"" target=""_blank"">To register, click here.</a>",,"Kate Gamble (movement, Open Door), Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
394,Meditation for Well-Being,4/10/15 10:00,4/10/15 11:30,"Caregivers, Mind and body","<p>Taking root in the inherent human capacity for well-being and wholeness, this class is intended for people living with chronic pain, illness, fatigue, and anxiety. Through body-based meditation, awareness practice, shared expression, and simple movement, we will work to expand each participant&rsquo;s sense of resiliency and possibility, even in the midst of difficult situations. No meditation experience required. Caregivers welcome. <br /><br />Price: $100 (8 classes) or $10 drop in. Fridays through May 29.<br /><br />For more information or to register, visit www.opendoorworkshop.com or email opendoorwrj@gmail.com.</p>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,www.opendoorworkshop.com,$100 (8 classes) or $10 drop in,
395,Meditation for Well-Being,4/17/15 10:00,4/17/15 11:30,"Caregivers, Mind and body","<p>Taking root in the inherent human capacity for well-being and wholeness, this class is intended for people living with chronic pain, illness, fatigue, and anxiety. Through body-based meditation, awareness practice, shared expression, and simple movement, we will work to expand each participant&rsquo;s sense of resiliency and possibility, even in the midst of difficult situations. No meditation experience required. Caregivers welcome. <br /><br />Price: $100 (8 classes) or $10 drop in. Fridays through May 29.<br /><br />For more information or to register, visit www.opendoorworkshop.com or email opendoorwrj@gmail.com.</p>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,www.opendoorworkshop.com,$100 (8 classes) or $10 drop in,
396,Meditation for Well-Being,4/24/15 10:00,4/24/15 11:30,"Caregivers, Mind and body","<p>Taking root in the inherent human capacity for well-being and wholeness, this class is intended for people living with chronic pain, illness, fatigue, and anxiety. Through body-based meditation, awareness practice, shared expression, and simple movement, we will work to expand each participant&rsquo;s sense of resiliency and possibility, even in the midst of difficult situations. No meditation experience required. Caregivers welcome. <br /><br />Price: $100 (8 classes) or $10 drop in. Fridays through May 29.<br /><br />For more information or to register, visit www.opendoorworkshop.com or email opendoorwrj@gmail.com.</p>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,www.opendoorworkshop.com,$100 (8 classes) or $10 drop in,
397,Meditation for Well-Being,5/1/15 10:00,5/1/15 11:30,"Caregivers, Mind and body","<p>Taking root in the inherent human capacity for well-being and wholeness, this class is intended for people living with chronic pain, illness, fatigue, and anxiety. Through body-based meditation, awareness practice, shared expression, and simple movement, we will work to expand each participant&rsquo;s sense of resiliency and possibility, even in the midst of difficult situations. No meditation experience required. Caregivers welcome. <br /><br />Price: $100 (8 classes) or $10 drop in. Fridays through May 29.<br /><br />For more information or to register, visit www.opendoorworkshop.com or email opendoorwrj@gmail.com.</p>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,www.opendoorworkshop.com,$100 (8 classes) or $10 drop in,
398,Meditation for Well-Being,5/8/15 10:00,5/8/15 11:30,"Caregivers, Mind and body","<p>Taking root in the inherent human capacity for well-being and wholeness, this class is intended for people living with chronic pain, illness, fatigue, and anxiety. Through body-based meditation, awareness practice, shared expression, and simple movement, we will work to expand each participant&rsquo;s sense of resiliency and possibility, even in the midst of difficult situations. No meditation experience required. Caregivers welcome. <br /><br />Price: $100 (8 classes) or $10 drop in. Fridays through May 29.<br /><br />For more information or to register, visit www.opendoorworkshop.com or email opendoorwrj@gmail.com.</p>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,www.opendoorworkshop.com,$100 (8 classes) or $10 drop in,
399,Meditation for Well-Being,5/15/15 10:00,5/15/15 11:30,"Caregivers, Mind and body","<p>Taking root in the inherent human capacity for well-being and wholeness, this class is intended for people living with chronic pain, illness, fatigue, and anxiety. Through body-based meditation, awareness practice, shared expression, and simple movement, we will work to expand each participant&rsquo;s sense of resiliency and possibility, even in the midst of difficult situations. No meditation experience required. Caregivers welcome. <br /><br />Price: $100 (8 classes) or $10 drop in. Fridays through May 29.<br /><br />For more information or to register, visit www.opendoorworkshop.com or email opendoorwrj@gmail.com.</p>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,www.opendoorworkshop.com,$100 (8 classes) or $10 drop in,
400,Meditation for Well-Being,5/22/15 10:00,5/22/15 11:30,"Caregivers, Mind and body","<p>Taking root in the inherent human capacity for well-being and wholeness, this class is intended for people living with chronic pain, illness, fatigue, and anxiety. Through body-based meditation, awareness practice, shared expression, and simple movement, we will work to expand each participant&rsquo;s sense of resiliency and possibility, even in the midst of difficult situations. No meditation experience required. Caregivers welcome. <br /><br />Price: $100 (8 classes) or $10 drop in. Fridays through May 29.<br /><br />For more information or to register, visit www.opendoorworkshop.com or email opendoorwrj@gmail.com.</p>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,www.opendoorworkshop.com,$100 (8 classes) or $10 drop in,
401,Meditation for Well-Being,5/29/15 10:00,5/29/15 11:30,"Caregivers, Mind and body","<p>Taking root in the inherent human capacity for well-being and wholeness, this class is intended for people living with chronic pain, illness, fatigue, and anxiety. Through body-based meditation, awareness practice, shared expression, and simple movement, we will work to expand each participant&rsquo;s sense of resiliency and possibility, even in the midst of difficult situations. No meditation experience required. Caregivers welcome. <br /><br />Price: $100 (8 classes) or $10 drop in. Fridays through May 29.<br /><br />For more information or to register, visit www.opendoorworkshop.com or email opendoorwrj@gmail.com.</p>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,www.opendoorworkshop.com,$100 (8 classes) or $10 drop in,
402,Meditation Group,4/5/15 9:00,4/5/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,Suggested donation $8-$16/person,
403,Meditation Group,4/12/15 9:00,4/12/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,Suggested donation $8-$16/person,
404,Meditation Group,4/19/15 9:00,4/19/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,Suggested donation $8-$16/person,
405,Meditation Group,4/26/15 9:00,4/26/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,Suggested donation $8-$16/person,
867,Meditation Group,5/3/15 9:00,5/3/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
868,Meditation Group,5/10/15 9:00,5/10/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
869,Meditation Group,5/17/15 9:00,5/17/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
870,Meditation Group,5/24/15 9:00,5/24/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
871,Meditation Group,5/31/15 9:00,5/31/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
1160,Meditation Group,6/7/15 9:00,6/7/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
1161,Meditation Group,6/14/15 9:00,6/14/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
1162,Meditation Group,6/21/15 9:00,6/21/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
1163,Meditation Group,6/28/15 9:00,6/28/15 10:00,Mind and body,"Meditation with discussion afterwards at Tuckerbox cafe. If you&rsquo;re looking for support in your existing meditation practice, interested but not sure how to begin, or stoked about practice, then pastry, join us for sitting, standing, walking, and dialogue practices. We&rsquo;ll focus on spacious awareness and coming home to your own good heart. &nbsp;Please bring a yoga mat, cushion, and blanket. All are welcome. Please bring your payment to class.&nbsp;<br /><br /><strong>Suggested donation $8-$16/person</strong>",,"Julie Puttgen (artist, meditation)",Open Door,1591,"18 N. Main St., White River Junction, VT 05001",,http://www.opendoorworkshop.com/classes.html,,
923,Meditation: Open Public Sitting,4/19/15 10:00,4/19/15 12:00,Mind and body,"Meditation is a natural state of the human mind&mdash;at rest, open, alert. The practice of meditation has been taught for over 2,500 years as a vehicle for realizing the beauty and magic of the ordinary world without aggression or manipulation.&nbsp;Meditation instruction is available to anyone, free of charge.&nbsp;<br />
<p>Sundays &mdash; 10:00 am-12:00 noon. sitting and walking meditation<br />Tuesdays &mdash; 5:30 pm-6:30 pm. sitting and walking meditation*<br />Thursdays &mdash; 12:00 noon-1:00 pm. sitting and walking meditation*</p>
<p><em>*Free meditation instruction is available at these times</em>&nbsp;<em>and at other times by chance or appointment.</em></p>",,,Shambhala Meditation Center of White River,796,"158 South Main Street White River Junction, VT 05001",http://schd.ws/hosted_files/uvwellness2015/50/Screen Shot 2015-04-13 at 12.58.05 PM.png,http://whiteriver.shambhala.org/ongoing-offerings/,,
